CPU Stats,Memory Stats,Network Stats,Up Time
"[0.8, 50.5]","[5.08, 35.4, 2.69]","[412388828, 572382887, 912568, 1130680]",178036.20
"[1.5, 51.6]","[5.08, 35.4, 2.69]","[412399752, 572392750, 912660, 1130767]",178037.21
"[2.2, 51.0]","[5.1, 35.1, 2.67]","[412414694, 572408124, 912773, 1130884]",178038.21
"[1.2, 51.0]","[5.1, 35.1, 2.67]","[412420482, 572413822, 912825, 1130936]",178039.21
"[1.2, 51.0]","[5.1, 35.1, 2.67]","[412428027, 572419956, 912895, 1131002]",178040.22
"[1.2, 50.5]","[5.1, 35.1, 2.67]","[412434933, 572426209, 912958, 1131065]",178041.22
"[1.5, 51.6]","[5.1, 35.1, 2.67]","[412443067, 572432951, 913031, 1131136]",178042.23
"[0.5, 49.9]","[5.1, 35.1, 2.67]","[412447317, 572436871, 913068, 1131173]",178043.23
"[1.2, 51.0]","[5.1, 35.1, 2.67]","[412452431, 572441915, 913115, 1131219]",178044.24
"[2.2, 51.0]","[5.1, 35.1, 2.67]","[412459919, 572448149, 913182, 1131282]",178045.24
"[1.0, 50.5]","[5.1, 35.1, 2.67]","[412467218, 572453792, 913249, 1131343]",178046.25
"[1.3, 50.5]","[5.1, 35.1, 2.67]","[412475020, 572460272, 913321, 1131411]",178047.25
"[1.2, 51.6]","[5.1, 35.1, 2.67]","[412479162, 572464548, 913356, 1131448]",178048.26
"[8.1, 49.9]","[5.1, 35.2, 2.67]","[412578029, 572549110, 913498, 1131585]",178049.26
"[0.5, 52.1]","[5.1, 35.2, 2.67]","[412586322, 572564822, 913573, 1131671]",178050.26
"[0.5, 52.1]","[5.1, 35.2, 2.67]","[412598222, 572668685, 913703, 1131834]",178051.27
"[1.3, 51.6]","[5.1, 35.2, 2.67]","[412608265, 572758669, 913808, 1131980]",178052.27
"[1.0, 52.7]","[5.1, 35.2, 2.67]","[412615266, 572846400, 913883, 1132096]",178053.28
"[1.5, 51.6]","[5.1, 35.2, 2.67]","[412622953, 572948785, 913966, 1132237]",178054.28
"[1.0, 51.6]","[5.1, 35.2, 2.67]","[412632608, 573025962, 914064, 1132375]",178055.28
"[10.0, 51.6]","[5.08, 35.4, 2.69]","[412693177, 573141054, 914212, 1132542]",178056.29
"[0.8, 52.7]","[5.08, 35.4, 2.69]","[412841462, 573151087, 914377, 1132665]",178057.29
"[2.0, 52.7]","[5.08, 35.4, 2.69]","[412852432, 573160787, 914427, 1132710]",178058.30
"[0.7, 52.1]","[5.08, 35.4, 2.69]","[412858323, 573166551, 914482, 1132761]",178059.30
"[2.5, 53.8]","[5.08, 35.4, 2.69]","[412881128, 573224691, 914668, 1132954]",178060.30
"[1.8, 51.6]","[5.08, 35.4, 2.69]","[412909266, 573300647, 914894, 1133196]",178061.31
"[6.5, 52.1]","[5.08, 35.4, 2.69]","[412964999, 573404374, 915149, 1133484]",178062.31
"[4.3, 51.6]","[5.08, 35.5, 2.69]","[413004416, 573494905, 915409, 1133776]",178063.32
"[3.3, 52.1]","[5.08, 35.5, 2.69]","[413031534, 573562684, 915606, 1133994]",178064.32
"[2.3, 52.1]","[5.08, 35.5, 2.69]","[413051169, 573585819, 915772, 1134161]",178065.42
"[1.0, 52.1]","[5.08, 35.5, 2.69]","[413080965, 573627352, 915919, 1134308]",178066.43
"[5.2, 53.2]","[5.08, 35.5, 2.69]","[413114478, 573697689, 916139, 1134555]",178067.43
"[3.3, 52.7]","[5.08, 35.5, 2.69]","[413151908, 573785139, 916380, 1134831]",178068.43
"[3.5, 52.1]","[5.08, 35.5, 2.69]","[413218159, 573896279, 916585, 1135060]",178069.44
"[1.5, 52.7]","[5.07, 35.5, 2.69]","[413231268, 573909148, 916679, 1135154]",178070.44
"[2.7, 52.1]","[5.08, 35.5, 2.69]","[413251426, 573922319, 916769, 1135234]",178071.45
"[0.8, 51.6]","[5.07, 35.5, 2.69]","[413258249, 573927838, 916830, 1135293]",178072.55
"[1.2, 51.6]","[5.08, 35.5, 2.69]","[413263178, 573932771, 916874, 1135337]",178073.56
"[1.0, 51.6]","[5.08, 35.5, 2.69]","[413269918, 573938551, 916936, 1135395]",178074.66
"[1.0, 51.0]","[5.08, 35.5, 2.69]","[413277118, 573944209, 917001, 1135457]",178075.66
"[1.5, 51.0]","[5.08, 35.5, 2.69]","[413285522, 573951095, 917076, 1135530]",178076.77
"[3.2, 50.5]","[5.08, 35.4, 2.69]","[413296282, 573960541, 917145, 1135596]",178077.77
"[1.2, 50.5]","[5.08, 35.4, 2.69]","[413300879, 573964542, 917181, 1135629]",178078.87
"[1.2, 51.6]","[5.08, 35.4, 2.69]","[413307989, 573970260, 917241, 1135684]",178079.88
"[1.0, 51.6]","[5.08, 35.4, 2.69]","[413315062, 573976051, 917302, 1135741]",178080.98
"[1.7, 51.6]","[5.08, 35.4, 2.69]","[413325735, 573984236, 917386, 1135817]",178081.99
"[1.5, 49.9]","[5.08, 35.4, 2.69]","[413336763, 573993692, 917447, 1135882]",178082.99
"[3.5, 51.0]","[5.08, 35.4, 2.69]","[413348358, 574004784, 917532, 1135965]",178083.99
"[1.7, 51.0]","[5.13, 34.8, 2.64]","[413363826, 574024983, 917624, 1136050]",178085.00
"[0.5, 52.1]","[5.13, 34.8, 2.64]","[413370305, 574030046, 917683, 1136104]",178086.00
"[2.0, 52.7]","[5.13, 34.7, 2.64]","[413380510, 574038865, 917768, 1136187]",178087.01
"[1.2, 51.0]","[5.13, 34.7, 2.64]","[413389845, 574047668, 917831, 1136250]",178088.01
"[1.2, 52.7]","[5.13, 34.8, 2.64]","[413394436, 574051939, 917868, 1136286]",178089.02
"[1.0, 51.0]","[5.13, 34.7, 2.64]","[413402466, 574058544, 917934, 1136349]",178090.03
"[1.0, 51.6]","[5.13, 34.7, 2.64]","[413412806, 574067747, 918013, 1136428]",178091.03
"[2.0, 52.1]","[5.13, 34.7, 2.64]","[413424530, 574077705, 918109, 1136521]",178092.03
"[1.7, 50.5]","[5.13, 34.7, 2.64]","[413439424, 574091325, 918207, 1136620]",178093.04
"[0.5, 51.6]","[5.13, 34.7, 2.64]","[413449801, 574101104, 918284, 1136701]",178094.04
"[0.5, 51.0]","[5.13, 34.8, 2.64]","[413458043, 574107164, 918355, 1136765]",178095.09
"[1.3, 49.9]","[5.16, 34.4, 2.61]","[413476154, 574122985, 918474, 1136882]",178096.10
"[5.5, 50.5]","[5.19, 34.0, 2.58]","[413489854, 574134970, 918584, 1136990]",178097.10
"[0.8, 51.0]","[5.19, 34.0, 2.58]","[413495317, 574139933, 918627, 1137031]",178098.10
"[1.0, 51.0]","[5.19, 34.0, 2.58]","[413505412, 574149452, 918704, 1137111]",178099.10
"[1.0, 51.0]","[5.19, 34.0, 2.58]","[413521855, 574163599, 918841, 1137246]",178100.11
"[4.3, 52.1]","[5.19, 34.0, 2.58]","[413552930, 574191434, 919032, 1137442]",178101.11
"[3.7, 52.1]","[5.19, 33.9, 2.57]","[413574229, 574209277, 919186, 1137589]",178102.11
"[2.2, 52.1]","[5.19, 34.0, 2.58]","[413592594, 574225492, 919339, 1137739]",178103.12
"[1.5, 51.0]","[5.19, 34.0, 2.58]","[413600825, 574233051, 919409, 1137808]",178104.12
"[1.5, 51.0]","[5.19, 34.0, 2.58]","[413614837, 574244467, 919530, 1137920]",178105.12
"[1.0, 51.6]","[5.19, 34.0, 2.58]","[413632047, 574258925, 919658, 1138045]",178106.13
"[2.7, 50.5]","[5.19, 34.0, 2.58]","[413647816, 574272624, 919777, 1138163]",178107.13
"[3.5, 49.9]","[5.19, 34.0, 2.58]","[413671417, 574293697, 919920, 1138307]",178108.13
"[1.8, 51.6]","[5.19, 34.0, 2.58]","[413681597, 574303206, 919998, 1138387]",178109.14
"[1.8, 50.5]","[5.19, 34.0, 2.58]","[413699252, 574317891, 920113, 1138497]",178110.14
"[2.5, 49.9]","[5.19, 34.0, 2.58]","[413715288, 574331604, 920241, 1138623]",178111.14
"[3.0, 50.5]","[5.19, 34.0, 2.58]","[413733990, 574347148, 920390, 1138767]",178112.15
"[1.0, 51.0]","[5.19, 34.0, 2.58]","[413742040, 574354392, 920457, 1138831]",178113.15
"[1.3, 50.5]","[5.19, 34.0, 2.58]","[413753652, 574364848, 920552, 1138927]",178114.15
"[1.8, 51.0]","[5.19, 34.0, 2.58]","[413766523, 574375476, 920649, 1139024]",178115.16
"[3.0, 50.5]","[5.19, 34.0, 2.58]","[413810249, 574390252, 920782, 1139148]",178116.16
"[4.5, 49.4]","[5.19, 34.0, 2.58]","[413833705, 574412065, 920941, 1139313]",178117.16
"[1.5, 51.0]","[5.19, 34.0, 2.58]","[413840344, 574417428, 920988, 1139358]",178118.17
"[0.8, 51.0]","[5.19, 34.0, 2.58]","[413845050, 574422014, 921025, 1139395]",178119.17
"[1.2, 50.5]","[5.19, 34.0, 2.58]","[413853498, 574428178, 921090, 1139456]",178120.17
"[0.8, 49.9]","[5.19, 34.0, 2.58]","[413862442, 574434934, 921155, 1139516]",178121.25
"[1.5, 50.5]","[5.19, 34.0, 2.58]","[413870821, 574441069, 921223, 1139579]",178122.26
"[1.3, 49.9]","[5.19, 34.0, 2.58]","[413875571, 574445351, 921255, 1139610]",178123.26
"[1.0, 50.5]","[5.19, 34.0, 2.58]","[413880563, 574450087, 921293, 1139648]",178124.27
"[1.3, 51.0]","[5.19, 34.0, 2.58]","[413887614, 574455476, 921350, 1139703]",178125.28
"[0.5, 51.0]","[5.19, 34.0, 2.58]","[413895406, 574461734, 921418, 1139767]",178126.28
"[1.8, 50.5]","[5.19, 34.0, 2.58]","[413903034, 574468062, 921487, 1139833]",178127.29
"[1.2, 50.5]","[5.19, 34.0, 2.58]","[413906981, 574471415, 921518, 1139861]",178128.29
"[0.5, 50.5]","[5.19, 34.0, 2.58]","[413911519, 574475919, 921555, 1139897]",178129.30
"[1.2, 51.0]","[5.19, 34.0, 2.58]","[413919440, 574482250, 921623, 1139961]",178130.30
"[0.8, 50.5]","[5.19, 34.0, 2.58]","[413927182, 574488050, 921690, 1140023]",178131.31
"[0.5, 49.9]","[5.19, 34.0, 2.58]","[413934040, 574493816, 921751, 1140082]",178132.31
"[1.0, 51.0]","[5.19, 34.0, 2.58]","[413939145, 574497717, 921780, 1140108]",178133.31
"[1.0, 50.5]","[5.19, 34.0, 2.58]","[413944105, 574502265, 921817, 1140142]",178134.32
"[1.5, 50.5]","[5.19, 34.0, 2.58]","[413952178, 574508244, 921885, 1140205]",178135.33
"[0.8, 49.9]","[5.19, 34.0, 2.58]","[413959714, 574514282, 921946, 1140264]",178136.33
"[1.5, 50.5]","[5.19, 34.0, 2.58]","[413968063, 574520855, 922006, 1140323]",178137.33
"[1.3, 50.5]","[5.19, 34.0, 2.58]","[413972865, 574524945, 922043, 1140356]",178138.34
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[413977983, 574529423, 922078, 1140389]",178139.34
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[413985864, 574536145, 922147, 1140458]",178140.34
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[413993092, 574541862, 922209, 1140517]",178141.35
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414000285, 574547761, 922268, 1140574]",178142.36
"[1.5, 49.4]","[5.19, 34.0, 2.58]","[414004494, 574552010, 922303, 1140608]",178143.36
"[0.8, 51.0]","[5.19, 34.0, 2.58]","[414009549, 574556045, 922344, 1140644]",178144.36
"[1.0, 50.5]","[5.19, 34.0, 2.58]","[414018536, 574563060, 922410, 1140710]",178145.37
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[414025818, 574568532, 922474, 1140769]",178146.37
"[1.2, 49.9]","[5.19, 34.0, 2.58]","[414033176, 574574914, 922539, 1140832]",178147.38
"[1.0, 48.3]","[5.19, 34.0, 2.58]","[414038414, 574579308, 922574, 1140865]",178148.38
"[0.8, 50.5]","[5.19, 34.0, 2.58]","[414043978, 574584088, 922619, 1140907]",178149.39
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[414055108, 574593792, 922705, 1140994]",178150.39
"[1.2, 49.9]","[5.19, 34.0, 2.58]","[414062709, 574599417, 922772, 1141053]",178151.40
"[1.5, 48.8]","[5.19, 34.0, 2.58]","[414071367, 574606099, 922831, 1141110]",178152.40
"[1.0, 50.5]","[5.19, 34.0, 2.58]","[414076090, 574610732, 922869, 1141147]",178153.40
"[0.5, 48.8]","[5.19, 34.0, 2.58]","[414081789, 574615243, 922915, 1141189]",178154.41
"[0.8, 48.8]","[5.19, 34.0, 2.58]","[414089713, 574621499, 922976, 1141247]",178155.41
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414097496, 574627695, 923041, 1141308]",178156.42
"[0.3, 49.9]","[5.19, 34.0, 2.58]","[414104549, 574633214, 923095, 1141364]",178157.42
"[1.2, 49.4]","[5.19, 34.0, 2.58]","[414110018, 574637637, 923130, 1141396]",178158.43
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414116425, 574643186, 923182, 1141445]",178159.43
"[1.8, 48.8]","[5.19, 34.0, 2.58]","[414123093, 574648912, 923236, 1141501]",178160.44
"[0.8, 49.9]","[5.19, 34.0, 2.58]","[414132066, 574655393, 923306, 1141566]",178161.44
"[1.0, 51.0]","[5.19, 34.0, 2.58]","[414139140, 574661221, 923364, 1141623]",178162.45
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[414143669, 574665632, 923398, 1141657]",178163.45
"[0.8, 49.9]","[5.19, 34.0, 2.58]","[414149923, 574670352, 923442, 1141697]",178164.46
"[0.5, 49.4]","[5.19, 34.0, 2.58]","[414156755, 574676170, 923502, 1141757]",178165.46
"[0.8, 49.9]","[5.19, 34.0, 2.58]","[414165237, 574682702, 923571, 1141821]",178166.46
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414171966, 574687877, 923624, 1141872]",178167.47
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414178539, 574693318, 923660, 1141907]",178168.47
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[414184716, 574698453, 923706, 1141950]",178169.48
"[0.5, 49.4]","[5.19, 34.0, 2.58]","[414191802, 574703877, 923765, 1142006]",178170.48
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414200375, 574710506, 923831, 1142068]",178171.49
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[414207429, 574715848, 923886, 1142120]",178172.49
"[1.0, 50.5]","[5.19, 34.0, 2.58]","[414212567, 574720582, 923923, 1142155]",178173.50
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[414219118, 574725389, 923968, 1142195]",178174.50
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[414226790, 574731567, 924027, 1142253]",178175.50
"[1.8, 48.8]","[5.19, 34.0, 2.58]","[414236036, 574738780, 924096, 1142321]",178176.51
"[1.2, 49.4]","[5.19, 34.0, 2.58]","[414244599, 574744785, 924150, 1142371]",178177.51
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414249599, 574749487, 924188, 1142408]",178178.52
"[1.5, 49.4]","[5.19, 34.0, 2.58]","[414256513, 574755065, 924233, 1142451]",178179.52
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414265142, 574761242, 924299, 1142512]",178180.53
"[1.3, 49.4]","[5.19, 34.0, 2.58]","[414272778, 574767350, 924365, 1142573]",178181.53
"[1.5, 51.0]","[5.19, 34.0, 2.58]","[414281146, 574773738, 924421, 1142626]",178182.54
"[1.2, 50.5]","[5.19, 34.0, 2.58]","[414288345, 574779301, 924468, 1142668]",178183.54
"[1.2, 49.4]","[5.19, 34.0, 2.58]","[414295753, 574785029, 924515, 1142711]",178184.55
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[414304119, 574791227, 924577, 1142771]",178185.56
"[0.5, 49.9]","[5.19, 34.0, 2.58]","[414311991, 574797601, 924644, 1142835]",178186.56
"[0.8, 49.9]","[5.19, 34.0, 2.58]","[414319597, 574803075, 924698, 1142884]",178187.57
"[0.5, 49.9]","[5.19, 34.0, 2.58]","[414325540, 574808240, 924736, 1142921]",178188.57
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414332493, 574814149, 924788, 1142971]",178189.58
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414340709, 574820370, 924848, 1143028]",178190.59
"[0.8, 47.7]","[5.19, 34.0, 2.58]","[414348040, 574826463, 924912, 1143091]",178191.59
"[1.5, 49.9]","[5.19, 34.0, 2.58]","[414354965, 574832094, 924968, 1143143]",178192.60
"[1.3, 49.9]","[5.19, 34.0, 2.58]","[414362068, 574837379, 925009, 1143180]",178193.60
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414369396, 574843107, 925060, 1143226]",178194.61
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414377249, 574849116, 925115, 1143280]",178195.61
"[0.5, 48.8]","[5.19, 34.0, 2.58]","[414387043, 574855986, 925188, 1143347]",178196.62
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414395749, 574862030, 925244, 1143397]",178197.62
"[0.3, 49.4]","[5.19, 34.0, 2.58]","[414404246, 574868493, 925281, 1143434]",178198.63
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414412883, 574874880, 925330, 1143479]",178199.63
"[1.0, 48.3]","[5.19, 34.0, 2.58]","[414422980, 574881909, 925392, 1143539]",178200.63
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414432488, 574889099, 925455, 1143602]",178201.64
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414440870, 574895473, 925508, 1143653]",178202.64
"[1.2, 48.8]","[5.19, 34.0, 2.58]","[414447884, 574900685, 925545, 1143687]",178203.65
"[0.5, 48.3]","[5.19, 34.0, 2.58]","[414455839, 574906776, 925600, 1143737]",178204.66
"[0.8, 48.8]","[5.19, 34.0, 2.58]","[414465727, 574914062, 925657, 1143794]",178205.66
"[1.2, 49.9]","[5.19, 34.0, 2.58]","[414475217, 574920628, 925717, 1143851]",178206.66
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[414484322, 574927403, 925769, 1143901]",178207.67
"[1.5, 49.4]","[5.19, 34.0, 2.58]","[414492265, 574933478, 925807, 1143937]",178208.67
"[2.3, 49.9]","[5.19, 34.0, 2.58]","[414501639, 574939786, 925861, 1143984]",178209.68
"[1.2, 49.4]","[5.19, 34.0, 2.58]","[414510669, 574946128, 925915, 1144036]",178210.68
"[0.8, 49.9]","[5.19, 34.0, 2.58]","[414521157, 574953824, 925979, 1144099]",178211.68
"[0.5, 49.4]","[5.19, 34.0, 2.58]","[414529553, 574960184, 926025, 1144146]",178212.69
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414537255, 574965780, 926062, 1144181]",178213.69
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414546621, 574972630, 926117, 1144231]",178214.70
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414556322, 574979801, 926177, 1144290]",178215.70
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414566819, 574986948, 926245, 1144352]",178216.71
"[0.8, 48.8]","[5.19, 34.0, 2.58]","[414575234, 574993353, 926290, 1144398]",178217.71
"[0.8, 48.3]","[5.19, 34.0, 2.58]","[414583284, 574999751, 926328, 1144437]",178218.72
"[1.2, 49.9]","[5.19, 34.0, 2.58]","[414593660, 575006619, 926385, 1144487]",178219.72
"[1.2, 49.4]","[5.19, 34.0, 2.58]","[414603762, 575013929, 926443, 1144543]",178220.73
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414614785, 575021920, 926519, 1144614]",178221.73
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414623478, 575027841, 926564, 1144656]",178222.74
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414631736, 575033646, 926601, 1144691]",178223.74
"[1.0, 48.3]","[5.19, 34.0, 2.58]","[414641047, 575040507, 926658, 1144744]",178224.74
"[2.0, 48.8]","[5.19, 34.0, 2.58]","[414650203, 575047287, 926717, 1144799]",178225.75
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414661649, 575054969, 926785, 1144863]",178226.75
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414670226, 575061368, 926824, 1144904]",178227.76
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414676476, 575066724, 926859, 1144940]",178228.77
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414686745, 575073641, 926920, 1144994]",178229.77
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414696157, 575080593, 926978, 1145050]",178230.77
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414706907, 575088465, 927049, 1145119]",178231.78
"[1.2, 49.9]","[5.19, 34.0, 2.58]","[414714965, 575094165, 927094, 1145162]",178232.78
"[0.5, 49.4]","[5.19, 34.0, 2.58]","[414720964, 575099308, 927129, 1145196]",178233.89
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414730563, 575106441, 927191, 1145255]",178234.89
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414740422, 575113174, 927252, 1145310]",178235.90
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414752570, 575121224, 927319, 1145372]",178236.90
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414760503, 575127065, 927357, 1145408]",178237.91
"[1.0, 48.3]","[5.19, 34.0, 2.58]","[414769122, 575133750, 927399, 1145449]",178238.91
"[1.0, 48.3]","[5.19, 34.0, 2.58]","[414780602, 575141535, 927463, 1145507]",178239.92
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414789948, 575148830, 927525, 1145568]",178240.92
"[1.8, 49.4]","[5.19, 34.0, 2.58]","[414799551, 575155929, 927594, 1145631]",178241.93
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414807333, 575161409, 927635, 1145668]",178242.93
"[1.2, 48.8]","[5.19, 34.0, 2.58]","[414812970, 575166360, 927667, 1145701]",178243.93
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414822821, 575173523, 927725, 1145756]",178244.94
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414831955, 575179903, 927787, 1145812]",178245.94
"[1.0, 48.3]","[5.19, 34.0, 2.58]","[414842268, 575187248, 927855, 1145877]",178246.95
"[0.5, 49.4]","[5.19, 34.0, 2.58]","[414845164, 575189182, 927876, 1145896]",178247.95
"[1.0, 47.7]","[5.19, 34.0, 2.58]","[414858379, 575197437, 927929, 1145944]",178249.02
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414870341, 575205823, 927999, 1146010]",178250.03
"[0.8, 48.8]","[5.19, 34.0, 2.58]","[414879624, 575212372, 928060, 1146067]",178251.03
"[0.8, 47.7]","[5.19, 34.0, 2.58]","[414890604, 575220248, 928137, 1146138]",178252.04
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414898483, 575225939, 928175, 1146177]",178253.04
"[1.2, 49.9]","[5.19, 34.0, 2.58]","[414906373, 575232237, 928213, 1146215]",178254.05
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[414917534, 575240092, 928282, 1146278]",178255.05
"[1.2, 48.3]","[5.19, 34.0, 2.58]","[414927479, 575246841, 928343, 1146333]",178256.06
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414940342, 575255752, 928416, 1146403]",178257.07
"[1.7, 49.4]","[5.19, 34.0, 2.58]","[414948085, 575261603, 928453, 1146439]",178258.07
"[1.8, 48.8]","[5.19, 34.0, 2.58]","[414955191, 575266755, 928493, 1146476]",178259.07
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[414964387, 575273579, 928553, 1146532]",178260.08
"[1.5, 49.4]","[5.19, 34.0, 2.58]","[414974729, 575281125, 928617, 1146592]",178261.08
"[0.5, 49.4]","[5.19, 34.0, 2.58]","[414985074, 575288108, 928685, 1146653]",178262.09
"[0.8, 48.8]","[5.19, 34.0, 2.58]","[414992917, 575293513, 928722, 1146687]",178263.09
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[414999690, 575298934, 928761, 1146723]",178264.09
"[1.0, 47.7]","[5.19, 34.0, 2.58]","[415009888, 575306474, 928831, 1146789]",178265.10
"[0.8, 49.4]","[5.19, 34.0, 2.58]","[415017386, 575312038, 928889, 1146843]",178266.10
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[415027434, 575319380, 928956, 1146906]",178267.11
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[415036528, 575325638, 928991, 1146939]",178268.11
"[0.8, 48.3]","[5.19, 34.0, 2.58]","[415045099, 575331535, 929029, 1146974]",178269.11
"[0.5, 48.8]","[5.19, 34.0, 2.58]","[415055422, 575338984, 929093, 1147033]",178270.12
"[1.2, 48.8]","[5.19, 34.0, 2.58]","[415064604, 575345872, 929154, 1147091]",178271.12
"[1.0, 48.3]","[5.19, 34.0, 2.58]","[415076974, 575354008, 929226, 1147156]",178272.13
"[1.2, 47.7]","[5.19, 34.0, 2.58]","[415084749, 575359807, 929263, 1147191]",178273.13
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[415092160, 575365748, 929304, 1147232]",178274.14
"[2.2, 48.8]","[5.19, 34.0, 2.58]","[415103262, 575373142, 929365, 1147288]",178275.14
"[1.2, 49.4]","[5.19, 34.0, 2.58]","[415112751, 575379641, 929427, 1147344]",178276.15
"[1.5, 49.4]","[5.19, 34.0, 2.58]","[415123244, 575387322, 929494, 1147408]",178277.15
"[1.2, 48.8]","[5.19, 34.0, 2.58]","[415130051, 575392745, 929530, 1147444]",178278.15
"[0.8, 48.8]","[5.19, 34.0, 2.58]","[415139680, 575399286, 929573, 1147482]",178279.16
"[1.0, 47.7]","[5.19, 34.0, 2.58]","[415149523, 575406783, 929637, 1147546]",178280.16
"[1.3, 47.7]","[5.19, 34.0, 2.58]","[415160648, 575414618, 929702, 1147608]",178281.17
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[415172477, 575422515, 929771, 1147672]",178282.17
"[0.5, 48.3]","[5.19, 34.0, 2.58]","[415180701, 575428601, 929809, 1147709]",178283.18
"[1.2, 47.7]","[5.19, 34.0, 2.58]","[415187794, 575434426, 929848, 1147748]",178284.18
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[415198617, 575441703, 929906, 1147804]",178285.18
"[0.5, 49.4]","[5.19, 34.0, 2.58]","[415209599, 575449471, 929968, 1147862]",178286.19
